Anno;Quartiere;Zona;Tipologia Famiglia;Dimensione Familiare;Numero Famiglie;Componenti
2020;Navile;Lame;Coppia unita civilmente maschile;2;8;16
2020;Navile;Lame;Madre con figli e altri membri conviventi;3;85;255
2020;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;5;3;15
2020;Porto - Saragozza;Costa Saragozza;Coppia unita civilmente femminile;2;2;4
2020;Porto - Saragozza;Malpighi;Altre tipologie familiari;4;3;12
2020;Porto - Saragozza;Malpighi;Coniugi con figli;6-10;7;43
2020;Porto - Saragozza;Malpighi;Coppia unita civilmente femminile;2;1;2
2020;Porto - Saragozza;Malpighi;Madre con figli;2;398;796
2020;Porto - Saragozza;Marconi;Coniugi con figli;5;76;380
2020;Porto - Saragozza;Marconi;Coppia unita civilmente femminile;2;1;2
2020;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;5;9;45
2020;Porto - Saragozza;Saffi;Padre con figli;4;3;12
2020;Porto - Saragozza;Saffi;Sola;1;3316;3316
2020;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;3;75;225
2020;San Donato - San Vitale;San Donato;Coppia unita civilmente femminile;2;9;18
2020;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;4;105;420
2020;San Donato - San Vitale;San Donato;Padre con figli;3;42;126
2020;San Donato - San Vitale;San Donato;Padre con figli;4;5;20
2020;San Donato - San Vitale;San Vitale;Madre con figli;4;45;180
2020;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;4;115;460
2020;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;5;24;120
2020;Santo Stefano;Colli;Altre tipologie familiari;6-10;1;6
2020;Santo Stefano;Colli;Coniugi;2;538;1076
2020;Santo Stefano;Colli;Coniugi con altri membri conviventi;4;3;12
2020;Santo Stefano;Colli;Coniugi con altri membri conviventi;6-10;1;7
2020;Santo Stefano;Colli;Coniugi con figli;6-10;16;97
2020;Santo Stefano;Colli;Madre con figli;2;256;512
2020;Santo Stefano;Colli;Madre con figli e altri membri conviventi;4;43;172
2020;Santo Stefano;Colli;Padre con figli;5;1;5
2020;Santo Stefano;Colli;Padre con figli;6-10;1;6
2020;Santo Stefano;Galvani;Altre tipologie familiari;2;264;528
2020;Santo Stefano;Galvani;Coniugi con altri membri conviventi;5;1;5
2020;Santo Stefano;Galvani;Coniugi con figli;5;82;410
2020;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;5;25;125
2020;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;6-10;11;69
2020;Santo Stefano;Galvani;Madre con figli;4;23;92
2020;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;5;7;35
2020;Santo Stefano;Galvani;Padre con figli;4;3;12
2020;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;Oltre 10;1;13
2020;Santo Stefano;Galvani;Sola;1;2623;2623
2020;Santo Stefano;Irnerio;Coppia unita civilmente maschile con figli ed eventuali conviventi;3;1;3
2020;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;4;47;188
2020;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;4;26;104
2020;Santo Stefano;Irnerio;Sola;1;2994;2994
2020;Santo Stefano;Murri;Madre con figli e altri membri conviventi;6-10;7;44
2020;Santo Stefano;Murri;Padre con figli e altri membri conviventi;4;90;360
2020;Savena;Mazzini;Coniugi con altri membri conviventi;6-10;1;7
2020;Savena;Mazzini;Madre con figli e altri membri conviventi;5;27;135
2020;Savena;Mazzini;Padre con figli e altri membri conviventi;5;20;100
2020;Savena;San Ruffillo;Coniugi;2;1706;3412
2020;Savena;San Ruffillo;Madre con figli e altri membri conviventi;6-10;3;18
2020;Senza fissa dimora;Senza fissa dimora;Padre con figli;2;1;2
2021;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;4;60;240
2021;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;4;82;328
2021;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;3;68;204
2021;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;4;13;52
2021;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;4;6;24
2021;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;5;22;110
2021;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;5;3;15
2021;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;3;31;93
2021;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;5;2;10
2021;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;4;32;128
2021;Borgo Panigale - Reno;Santa Viola;Madre con figli;3;103;309
2021;Borgo Panigale - Reno;Santa Viola;Padre con figli e altri membri conviventi;5;11;55
2021;Navile;Bolognina;Altre tipologie familiari;4;24;96
2021;Navile;Bolognina;Coniugi con figli;5;223;1115
2021;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;108;540
2021;Navile;Bolognina;Coppia unita civilmente maschile con altri conviventi;4;1;4
2021;Navile;Bolognina;Madre con figli;6-10;2;12
2021;Navile;Bolognina;Madre con figli e altri membri conviventi;4;162;648
2021;Navile;Bolognina;Padre con figli;2;238;476
2021;Navile;Bolognina;Padre con figli;4;4;16
2021;Navile;Bolognina;Padre con figli;5;1;5
2021;Navile;Corticella;Altre tipologie familiari;2;370;740
2021;Navile;Corticella;Altre tipologie familiari;3;43;129
2021;Navile;Corticella;Madre con figli;2;505;1010
2021;Navile;Corticella;Madre con figli;4;14;56
2021;Navile;Lame;Altre tipologie familiari;3;26;78
2021;Navile;Lame;Altre tipologie familiari;6-10;2;15
2021;Navile;Lame;Coniugi con altri membri conviventi;3;30;90
2021;Navile;Lame;Coniugi con figli;4;434;1736
2021;Navile;Lame;Coniugi con figli e altri membri conviventi;4;33;132
2021;Navile;Lame;Madre con figli;3;145;435
2021;Navile;Lame;Padre con figli;4;3;12
2021;Navile;Lame;Padre con figli;5;1;5
2021;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;5;1;5
2021;Porto - Saragozza;Costa Saragozza;Coppia unita civilmente femminile;2;1;2
2021;Porto - Saragozza;Costa Saragozza;Coppia unita civilmente femminile con altri conviventi;3;2;6
2021;Porto - Saragozza;Costa Saragozza;Padre con figli e altri membri conviventi;3;162;486
2021;Porto - Saragozza;Malpighi;Madre con figli;3;112;336
2021;Porto - Saragozza;Malpighi;Padre con figli;3;17;51
2021;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;3;87;261
2021;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;6-10;12;77
2021;Porto - Saragozza;Marconi;Madre con figli;4;19;76
2021;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;3;92;276
2021;Porto - Saragozza;Marconi;Sola;1;3056;3056
2021;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;4;54;216
2021;San Donato - San Vitale;San Donato;Coppia unita civilmente femminile con altri conviventi;3;1;3
2021;San Donato - San Vitale;San Donato;Madre con figli;5;7;35
2021;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;5;32;160
2021;San Donato - San Vitale;San Donato;Solo;1;4229;4229
2021;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;3;76;228
2021;San Donato - San Vitale;San Vitale;Coniugi con figli;5;252;1260
2021;San Donato - San Vitale;San Vitale;Solo;1;4825;4825
2021;Santo Stefano;Colli;Altre tipologie familiari;4;2;8
2021;Santo Stefano;Colli;Madre con figli e altri membri conviventi;4;48;192
2021;Santo Stefano;Colli;Padre con figli;6-10;1;6
2021;Santo Stefano;Galvani;Coniugi con altri membri conviventi;3;15;45
2021;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;4;16;64
2021;Santo Stefano;Irnerio;Madre con figli;5;4;20
2021;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;6-10;2;14
2021;Santo Stefano;Murri;Coppia unita civilmente maschile;2;5;10
2021;Savena;Mazzini;Padre con figli e altri membri conviventi;4;116;464
2021;Savena;Mazzini;Padre con figli e altri membri conviventi;6-10;10;65
2021;Savena;San Ruffillo;Altre tipologie familiari;3;27;81
2021;Senza fissa dimora;Senza fissa dimora;Madre con figli;2;2;4
2022;Borgo Panigale - Reno;Barca;Coniugi;2;1690;3380
2022;Borgo Panigale - Reno;Barca;Madre con figli;5;9;45
2022;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;6-10;61;395
2022;Borgo Panigale - Reno;Borgo Panigale;Coppia unita civilmente femminile;2;3;6
2022;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;6-10;2;14
2022;Borgo Panigale - Reno;Santa Viola;Madre con figli;3;103;309
2022;Navile;Bolognina;Altre tipologie familiari;3;53;159
2022;Navile;Bolognina;Altre tipologie familiari;4;25;100
2022;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;114;570
2022;Navile;Bolognina;Coniugi con figli e altri membri conviventi;6-10;114;762
2022;Navile;Lame;Altre tipologie familiari;2;341;682
2022;Navile;Lame;Coniugi con figli e altri membri conviventi;4;28;112
2022;Navile;Lame;Padre con figli;2;83;166
2022;Porto - Saragozza;Costa Saragozza;Coniugi con figli;4;820;3280
2022;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;3;166;498
2022;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;3;83;249
2022;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;4;45;180
2022;Porto - Saragozza;Marconi;Madre con figli;3;147;441
2022;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;3;96;288
2022;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;6-10;3;18
2022;Porto - Saragozza;Saffi;Padre con figli;5;1;5
2022;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;5;11;55
2022;San Donato - San Vitale;San Donato;Altre tipologie familiari;3;39;117
2022;San Donato - San Vitale;San Donato;Coniugi con figli;4;798;3192
2022;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;3;214;642
2022;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;6-10;18;111
2022;San Donato - San Vitale;San Donato;Solo;1;4358;4358
2022;San Donato - San Vitale;San Vitale;Coniugi con figli;5;249;1245
2022;San Donato - San Vitale;San Vitale;Madre con figli;4;51;204
2022;San Donato - San Vitale;San Vitale;Padre con figli;2;220;440
2022;Santo Stefano;Colli;Coniugi con altri membri conviventi;6-10;1;7
2022;Santo Stefano;Colli;Padre con figli e altri membri conviventi;4;42;168
2022;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;4;2;8
2022;Santo Stefano;Irnerio;Coniugi con figli;5;58;290
2022;Santo Stefano;Murri;Coppia unita civilmente femminile;2;1;2
2022;Santo Stefano;Murri;Coppia unita civilmente femminile con figli ed eventuali conviventi;3;1;3
2022;Santo Stefano;Murri;Madre con figli e altri membri conviventi;5;24;120
2022;Savena;Mazzini;Coniugi con altri membri conviventi;5;5;25
2022;Savena;Mazzini;Madre con figli;3;328;984
2022;Savena;San Ruffillo;Madre con figli e altri membri conviventi;3;151;453
2022;Savena;San Ruffillo;Padre con figli;4;2;8
2023;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;4;79;316
2023;Borgo Panigale - Reno;Borgo Panigale;Coniugi;2;2011;4022
2023;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;5;19;95
2023;Navile;Bolognina;Coniugi con altri membri conviventi;3;77;231
2023;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;101;505
2023;Navile;Bolognina;Madre con figli;4;48;192
2023;Navile;Bolognina;Madre con figli e altri membri conviventi;6-10;19;122
2023;Navile;Corticella;Coniugi con figli;4;605;2420
2023;Navile;Lame;Altre tipologie familiari;3;25;75
2023;Navile;Lame;Altre tipologie familiari;6-10;1;10
2023;Navile;Lame;Coniugi con altri membri conviventi;4;3;12
2023;Navile;Lame;Coniugi con figli e altri membri conviventi;4;28;112
2023;Navile;Lame;Madre con figli e altri membri conviventi;6-10;5;32
2023;Navile;Lame;Padre con figli e altri membri conviventi;4;57;228
2023;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;2;534;1068
2023;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;5;2;10
2023;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;4;102;408
2023;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;5;16;80
2023;Porto - Saragozza;Marconi;Altre tipologie familiari;6-10;2;12
2023;Porto - Saragozza;Marconi;Coniugi con altri membri conviventi;4;5;20
2023;Porto - Saragozza;Saffi;Altre tipologie familiari;4;6;24
2023;Porto - Saragozza;Saffi;Coniugi con figli;5;104;520
2023;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;3;140;420
2023;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;4;60;240
2023;San Donato - San Vitale;San Donato;Coniugi;2;1979;3958
2023;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;4;76;304
2023;San Donato - San Vitale;San Donato;Coppia unita civilmente femminile con figli ed eventuali conviventi;4;2;8
2023;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;3;209;627
2023;San Donato - San Vitale;San Donato;Sola;1;4735;4735
2023;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;4;10;40
2023;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;6-10;2;12
2023;San Donato - San Vitale;San Vitale;Coniugi con figli e altri membri conviventi;4;53;212
2023;San Donato - San Vitale;San Vitale;Solo;1;5019;5019
2023;Santo Stefano;Colli;Coniugi con figli;4;323;1292
2023;Santo Stefano;Colli;Coniugi con figli;6-10;16;98
2023;Santo Stefano;Colli;Madre con figli e altri membri conviventi;4;43;172
2023;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;4;14;56
2023;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;4;46;184
2023;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;5;6;30
2023;Santo Stefano;Irnerio;Altre tipologie familiari;2;367;734
2023;Santo Stefano;Irnerio;Coppia unita civilmente femminile con figli ed eventuali conviventi;3;1;3
2023;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;6-10;1;7
2023;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;6-10;34;226
2023;Savena;Mazzini;Coniugi con altri membri conviventi;5;8;40
2023;Savena;Mazzini;Padre con figli;4;8;32
2023;Savena;San Ruffillo;Coniugi;2;1635;3270
2024;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;5;44;220
2024;Borgo Panigale - Reno;Barca;Madre con figli;5;6;30
2024;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;3;250;750
2024;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;5;5;25
2024;Borgo Panigale - Reno;Santa Viola;Padre con figli e altri membri conviventi;6-10;4;24
2024;Borgo Panigale - Reno;Santa Viola;Sola;1;1959;1959
2024;Navile;Bolognina;Coppia unita civilmente femminile con figli ed eventuali conviventi;3;5;15
2024;Navile;Bolognina;Coppia unita civilmente femminile con figli ed eventuali conviventi;4;2;8
2024;Navile;Bolognina;Padre con figli e altri membri conviventi;3;269;807
2024;Navile;Corticella;Coniugi con figli e altri membri conviventi;6-10;55;369
2024;Navile;Corticella;Padre con figli e altri membri conviventi;4;80;320
2024;Navile;Corticella;Solo;1;1946;1946
2024;Navile;Lame;Coniugi con altri membri conviventi;5;3;15
2024;Navile;Lame;Madre con figli e altri membri conviventi;3;97;291
2024;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;5;1;5
2024;Porto - Saragozza;Costa Saragozza;Coniugi con figli e altri membri conviventi;4;37;148
2024;Porto - Saragozza;Costa Saragozza;Madre con figli;4;40;160
2024;Porto - Saragozza;Malpighi;Altre tipologie familiari;4;4;16
2024;Porto - Saragozza;Malpighi;Coniugi con figli;4;248;992
2024;Porto - Saragozza;Malpighi;Coniugi con figli;5;55;275
2024;Porto - Saragozza;Malpighi;Sola;1;2459;2459
2024;Porto - Saragozza;Marconi;Coniugi con figli;5;74;370
2024;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;6-10;10;66
2024;Porto - Saragozza;Marconi;Coppia unita civilmente maschile;2;14;28
2024;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;4;46;184
2024;Porto - Saragozza;Marconi;Solo;1;2587;2587
2024;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;3;28;84
2024;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2024;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;5;15;75
2024;San Donato - San Vitale;San Donato;Coniugi con figli;6-10;87;544
2024;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;4;77;308
2024;San Donato - San Vitale;San Donato;Madre con figli;2;1106;2212
2024;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;3;199;597
2024;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;6-10;18;111
2024;San Donato - San Vitale;San Vitale;Coniugi con figli e altri membri conviventi;4;54;216
2024;San Donato - San Vitale;San Vitale;Coniugi con figli e altri membri conviventi;5;73;365
2024;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;3;207;621
2024;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;6-10;8;50
2024;Santo Stefano;Colli;Coniugi con figli;3;331;993
2024;Santo Stefano;Colli;Padre con figli;2;69;138
2024;Santo Stefano;Galvani;Coniugi con figli;6-10;14;88
2024;Santo Stefano;Irnerio;Altre tipologie familiari;5;2;10
2024;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;4;26;104
2024;Santo Stefano;Irnerio;Coppia unita civilmente maschile;2;12;24
2024;Santo Stefano;Murri;Coniugi;2;1949;3898
2024;Santo Stefano;Murri;Coniugi con altri membri conviventi;3;51;153
2024;Santo Stefano;Murri;Padre con figli;6-10;2;14
2024;Savena;Mazzini;Altre tipologie familiari;6-10;4;25
2024;Savena;Mazzini;Coniugi con figli;5;234;1170
2024;Savena;Mazzini;Coniugi con figli;6-10;52;327
2024;Savena;Mazzini;Coppia unita civilmente femminile con figli ed eventuali conviventi;3;1;3
2024;Savena;San Ruffillo;Altre tipologie familiari;6-10;3;20
2024;Savena;San Ruffillo;Coniugi;2;1614;3228
2024;Savena;San Ruffillo;Coppia unita civilmente femminile;2;3;6
2024;Savena;San Ruffillo;Madre con figli;5;1;5
2024;Savena;San Ruffillo;Padre con figli;2;139;278
2024;Savena;San Ruffillo;Padre con figli e altri membri conviventi;5;21;105
2024;Senza fissa dimora;Senza fissa dimora;Madre con figli e altri membri conviventi;3;2;6
1995;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;6-10;6;47
1995;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;3;30;90
1995;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;4;2;8
1995;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;6-10;3;21
1995;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;5;1;5
1995;Borgo Panigale - Reno;Santa Viola;Padre con figli;3;15;45
1995;Navile;Bolognina;Coniugi con figli e altri membri conviventi;4;221;884
1995;Navile;Bolognina;Madre con figli;2;980;1960
1995;Navile;Bolognina;Madre con figli;3;162;486
1995;Navile;Bolognina;Padre con figli e altri membri conviventi;4;13;52
1995;Navile;Corticella;Coniugi con altri membri conviventi;5;2;10
1995;Navile;Corticella;Coniugi con figli;3;1491;4473
1995;Navile;Corticella;Coniugi con figli;6-10;14;93
1995;Navile;Corticella;Coniugi con figli e altri membri conviventi;5;86;430
1995;Navile;Corticella;Padre con figli e altri membri conviventi;5;1;5
1995;Navile;Lame;Coniugi con figli;6-10;18;112
1995;Navile;Lame;Madre con figli;3;108;324
1995;Navile;Lame;Solo;1;633;633
1995;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;5;3;15
1995;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;4;28;112
1995;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;5;5;25
1995;Porto - Saragozza;Costa Saragozza;Padre con figli;2;152;304
1995;Porto - Saragozza;Malpighi;Coniugi con figli;Oltre 10;1;11
1995;Porto - Saragozza;Malpighi;Madre con figli;6-10;1;7
1995;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;6-10;3;18
1995;Porto - Saragozza;Malpighi;Solo;1;1239;1239
1995;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;3;48;144
1995;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;4;26;104
1995;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;6-10;2;12
1995;Porto - Saragozza;Saffi;Sola;1;2220;2220
1995;Porto - Saragozza;Saffi;Solo;1;1096;1096
1995;San Donato - San Vitale;San Donato;Altre tipologie familiari;4;17;68
1995;San Donato - San Vitale;San Donato;Altre tipologie familiari;6-10;1;6
1995;San Donato - San Vitale;San Donato;Coniugi;2;2938;5876
1995;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;3;219;657
1995;San Donato - San Vitale;San Donato;Padre con figli;5;1;5
1995;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;6-10;3;23
1995;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;5;4;20
1995;San Donato - San Vitale;San Vitale;Coniugi con figli;5;147;735
1995;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;6-10;3;19
1995;San Donato - San Vitale;San Vitale;Padre con figli;5;1;5
1995;Santo Stefano;Colli;Coniugi;2;557;1114
1995;Santo Stefano;Galvani;Coniugi con altri membri conviventi;3;53;159
1995;Santo Stefano;Galvani;Padre con figli;4;6;24
1995;Santo Stefano;Galvani;Padre con figli;5;1;5
1995;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;5;31;155
1995;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;3;56;168
1995;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;4;16;64
1995;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;5;3;15
1995;Santo Stefano;Murri;Coniugi con altri membri conviventi;4;11;44
1995;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;6-10;28;173
1995;Santo Stefano;Murri;Madre con figli;2;951;1902
1995;Santo Stefano;Murri;Madre con figli e altri membri conviventi;5;5;25
1995;Santo Stefano;Murri;Madre con figli e altri membri conviventi;6-10;2;12
1995;Santo Stefano;Murri;Padre con figli e altri membri conviventi;3;46;138
1995;Santo Stefano;Murri;Padre con figli e altri membri conviventi;6-10;1;7
1995;Savena;Mazzini;Coniugi con figli e altri membri conviventi;4;331;1324
1995;Savena;San Ruffillo;Coniugi con altri membri conviventi;3;120;360
1995;Savena;San Ruffillo;Coniugi con figli;6-10;13;82
1995;Savena;San Ruffillo;Madre con figli e altri membri conviventi;6-10;2;12
1995;Savena;San Ruffillo;Padre con figli;3;29;87
1995;Savena;San Ruffillo;Solo;1;1142;1142
1996;Borgo Panigale - Reno;Barca;Madre con figli;3;125;375
1996;Borgo Panigale - Reno;Barca;Madre con figli;6-10;2;13
1996;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;6-10;2;12
1996;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;6-10;2;13
1996;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;5;28;140
1996;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;3;46;138
1996;Borgo Panigale - Reno;Santa Viola;Solo;1;617;617
1996;Navile;Bolognina;Altre tipologie familiari;4;17;68
1996;Navile;Bolognina;Coniugi con altri membri conviventi;4;7;28
1996;Navile;Bolognina;Coniugi con altri membri conviventi;5;3;15
1996;Navile;Bolognina;Madre con figli e altri membri conviventi;4;53;212
1996;Navile;Bolognina;Padre con figli;5;1;5
1996;Navile;Bolognina;Padre con figli e altri membri conviventi;3;73;219
1996;Navile;Corticella;Coniugi;2;1640;3280
1996;Navile;Lame;Madre con figli;4;17;68
1996;Navile;Lame;Madre con figli e altri membri conviventi;6-10;4;27
1996;Navile;Lame;Padre con figli e altri membri conviventi;4;19;76
1996;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;3;136;408
1996;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;5;8;40
1996;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;6-10;2;13
1996;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;278;556
1996;Porto - Saragozza;Malpighi;Coniugi con figli;5;58;290
1996;Porto - Saragozza;Malpighi;Coniugi con figli;6-10;11;72
1996;Porto - Saragozza;Malpighi;Coniugi con figli e altri membri conviventi;4;54;216
1996;Porto - Saragozza;Malpighi;Madre con figli;5;2;10
1996;Porto - Saragozza;Malpighi;Madre con figli;6-10;1;7
1996;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;4;78;312
1996;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;3;53;159
1996;Porto - Saragozza;Marconi;Padre con figli;4;2;8
1996;Porto - Saragozza;Saffi;Coniugi;2;1728;3456
1996;Porto - Saragozza;Saffi;Coniugi con figli;4;575;2300
1996;Porto - Saragozza;Saffi;Coniugi con figli;6-10;14;88
1996;Porto - Saragozza;Saffi;Madre con figli;3;104;312
1996;Porto - Saragozza;Saffi;Madre con figli;4;10;40
1996;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;6-10;1;7
1996;San Donato - San Vitale;San Donato;Coniugi con figli;5;141;705
1996;San Donato - San Vitale;San Donato;Madre con figli;4;41;164
1996;San Donato - San Vitale;San Donato;Madre con figli;5;9;45
1996;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;4;60;240
1996;San Donato - San Vitale;San Vitale;Coniugi con figli e altri membri conviventi;5;96;480
1996;Santo Stefano;Colli;Altre tipologie familiari;4;1;4
1996;Santo Stefano;Colli;Coniugi;2;550;1100
1996;Santo Stefano;Colli;Madre con figli;3;70;210
1996;Santo Stefano;Colli;Padre con figli;2;54;108
1996;Santo Stefano;Colli;Padre con figli e altri membri conviventi;5;1;5
1996;Santo Stefano;Colli;Padre con figli e altri membri conviventi;6-10;1;6
1996;Santo Stefano;Galvani;Coniugi;2;825;1650
1996;Santo Stefano;Galvani;Madre con figli;2;465;930
1996;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;3;56;168
1996;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;5;2;10
1996;Santo Stefano;Irnerio;Altre tipologie familiari;6-10;1;6
1996;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;3;55;165
1996;Santo Stefano;Murri;Altre tipologie familiari;4;8;32
1996;Santo Stefano;Murri;Coniugi con altri membri conviventi;3;139;417
1996;Santo Stefano;Murri;Coniugi con altri membri conviventi;4;8;32
1996;Santo Stefano;Murri;Coniugi con figli;5;177;885
1996;Santo Stefano;Murri;Madre con figli;6-10;1;7
1996;Savena;Mazzini;Altre tipologie familiari;6-10;1;8
1996;Savena;Mazzini;Madre con figli e altri membri conviventi;3;129;387
1996;Savena;Mazzini;Padre con figli;4;8;32
1996;Savena;Mazzini;Padre con figli e altri membri conviventi;4;25;100
1996;Savena;Mazzini;Padre con figli e altri membri conviventi;5;8;40
1996;Savena;San Ruffillo;Coniugi con altri membri conviventi;3;115;345
1996;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;4;146;584
