Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
154;2017;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;45;99;;
182;2017;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;21;33;;
190;2017;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;13;;
212;2017;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;6;7;;
246;2017;Navile;Bolognina;ARCOVEGGIO;9;16;;
251;2017;Navile;Bolognina;ARCOVEGGIO;23;57;41;
256;2017;Navile;Bolognina;ARCOVEGGIO;28;45;;
270;2017;Navile;Bolognina;ARCOVEGGIO;22;29;;
282;2017;Navile;Bolognina;PIAZZA DELL'UNITA';8;9;;
287;2017;Navile;Bolognina;PIAZZA DELL'UNITA';13;14;;
319;2017;Navile;Bolognina;VIA FERRARESE;9;11;;
347;2017;Navile;Bolognina;PIAZZA DELL'UNITA';32;69;;
371;2017;Navile;Corticella;SAN SAVINO;15;54;;
378;2017;Navile;Corticella;SAN SAVINO;5;17;;
426;2017;Navile;Corticella;SAVENA ABBANDONATO;1;4;;
441;2017;Navile;Corticella;CROCE COPERTA;4;59;;
462;2017;Navile;Corticella;CROCE COPERTA;43;456;;
497;2017;Navile;Lame;LAGHETTI DEL ROSARIO;4;6;;
534;2017;Navile;Lame;PESCAROLA;1;4;;
545;2017;Navile;Lame;PESCAROLA;14;15;;
588;2017;Navile;Lame;BEVERARA;30;215;;
591;2017;Navile;Lame;BEVERARA;12;19;;
610;2017;Porto - Saragozza;Marconi;MARCONI-2;65;150;463;
614;2017;Porto - Saragozza;Marconi;MARCONI-2;56;131;71;
638;2017;Porto - Saragozza;Marconi;MARCONI-2;57;125;;
651;2017;Porto - Saragozza;Marconi;MARCONI-2;55;135;;
659;2017;Porto - Saragozza;Marconi;MARCONI-2;3;7;;
673;2017;Porto - Saragozza;Marconi;MARCONI-2;28;51;;
734;2017;Porto - Saragozza;Saffi;VELODROMO;5;39;;
736;2017;Porto - Saragozza;Saffi;VELODROMO;65;180;2;
750;2017;Porto - Saragozza;Saffi;VELODROMO;23;37;;
767;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;8;10;;
770;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;18;33;;
777;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;18;20;;
780;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;37;83;;
841;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;3;;
871;2017;Borgo Panigale - Reno;Barca;CANALE DI RENO;3;3;9;
948;2017;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;15;247;;
979;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;19;32;351;
1014;2017;San Donato - San Vitale;San Donato;MICHELINO;14;26;;
1062;2017;San Donato - San Vitale;San Donato;VIA MONDO;2;3;;
1074;2017;San Donato - San Vitale;San Donato;VIA MONDO;17;38;;
1111;2017;San Donato - San Vitale;San Donato;SCALO MERCI SAN DONATO;3;2;;
1121;2017;San Donato - San Vitale;San Donato;CAAB;8;91;;
1162;2017;Santo Stefano;Colli;SAN MICHELE IN BOSCO;58;190;;
1185;2017;Santo Stefano;Colli;PADERNO;1;1;;
1214;2017;Santo Stefano;Galvani;GALVANI-1;63;251;0;
1216;2017;Santo Stefano;Galvani;GALVANI-1;95;280;;
1230;2017;Santo Stefano;Galvani;GALVANI-1;53;84;;
1233;2017;Santo Stefano;Galvani;GALVANI-2;64;107;;
1250;2017;Santo Stefano;Galvani;GALVANI-2;36;86;;
1283;2017;Santo Stefano;Galvani;GALVANI-2;26;54;;
1306;2017;Santo Stefano;Murri;MEZZOFANTI;1;3;;
1314;2017;Santo Stefano;Murri;DAGNINI;64;106;;
1323;2017;Santo Stefano;Murri;MEZZOFANTI;28;69;;
1335;2017;Santo Stefano;Murri;DAGNINI;7;7;;
1340;2017;Santo Stefano;Murri;MEZZOFANTI;27;39;;
1341;2017;Santo Stefano;Murri;MEZZOFANTI;17;21;;
1344;2017;Santo Stefano;Murri;MEZZOFANTI;33;48;;
1345;2017;Santo Stefano;Murri;MEZZOFANTI;15;17;;
1354;2017;Santo Stefano;Murri;DAGNINI;10;12;;
1370;2017;Santo Stefano;Murri;DAGNINI;29;52;;
1395;2017;Santo Stefano;Murri;SIEPELUNGA;3;3;;
1415;2017;Santo Stefano;Murri;CHIESANUOVA;3;4;;
1417;2017;Santo Stefano;Murri;CHIESANUOVA;1;0;;
1418;2017;Santo Stefano;Murri;CHIESANUOVA;32;52;;
1425;2017;Santo Stefano;Murri;CHIESANUOVA;24;50;;
1437;2017;Santo Stefano;Murri;CHIESANUOVA;11;11;;
1441;2017;Santo Stefano;Murri;CHIESANUOVA;45;61;;
1448;2017;Santo Stefano;Irnerio;IRNERIO-2;54;450;125;
1455;2017;Santo Stefano;Irnerio;IRNERIO-2;11;202;;
1477;2017;Santo Stefano;Irnerio;IRNERIO-2;20;35;;
1484;2017;Santo Stefano;Irnerio;IRNERIO-2;11;18;378;
1492;2017;Santo Stefano;Irnerio;IRNERIO-1;18;28;;
1493;2017;Santo Stefano;Irnerio;IRNERIO-1;44;124;;
1494;2017;Santo Stefano;Irnerio;IRNERIO-1;16;34;;
1497;2017;Santo Stefano;Irnerio;IRNERIO-1;49;261;15;
1503;2017;Santo Stefano;Irnerio;IRNERIO-2;16;63;;
1509;2017;Santo Stefano;Irnerio;IRNERIO-1;2;15;;
1512;2017;Santo Stefano;Irnerio;IRNERIO-1;17;20;;
1515;2017;Santo Stefano;Irnerio;IRNERIO-1;10;40;;
1579;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;20;28;;
1581;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;7;10;;
1589;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;14;19;;
1610;2017;San Donato - San Vitale;S. Vitale;SCANDELLARA;3;3;;
1613;2017;San Donato - San Vitale;S. Vitale;MENGOLI;14;23;;
1614;2017;San Donato - San Vitale;S. Vitale;MENGOLI;15;32;;
1628;2017;San Donato - San Vitale;S. Vitale;MENGOLI;1;1;97;
1641;2017;San Donato - San Vitale;S. Vitale;MENGOLI;7;10;;
1656;2017;San Donato - San Vitale;S. Vitale;MENGOLI;40;80;;
1661;2017;San Donato - San Vitale;S. Vitale;MENGOLI;11;37;148;
1664;2017;San Donato - San Vitale;S. Vitale;SCANDELLARA;5;6;;
1669;2017;San Donato - San Vitale;S. Vitale;ROVERI;5;20;;
1679;2017;San Donato - San Vitale;S. Vitale;SCANDELLARA;7;8;28;
1680;2017;San Donato - San Vitale;S. Vitale;SCANDELLARA;3;8;;
1711;2017;San Donato - San Vitale;S. Vitale;ROVERI;24;154;;
1725;2017;San Donato - San Vitale;S. Vitale;GUELFA;15;145;;
1732;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;13;1140;;
1744;2017;San Donato - San Vitale;S. Vitale;GUELFA;30;43;;
1756;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;12;76;;
1783;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;5;9;;
1784;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;1;3;;
1794;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;20;21;;
1824;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;25;41;;
1829;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;4;4;;
1839;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;3;3;;
1844;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;4;4;;
1856;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;7;8;;
1879;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;2;2;;
1890;2017;Porto - Saragozza;Costa Saragozza;RAVONE;7;6;;
1904;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;7;8;;
1939;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;23;35;38;
1952;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;137;270;;
1967;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;46;140;;
1980;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;52;68;;
2014;2017;Savena;Mazzini;FOSSOLO;20;22;;
2022;2017;Savena;Mazzini;PONTEVECCHIO;16;43;;
2028;2017;Savena;Mazzini;BITONE;31;39;;
2030;2017;Savena;Mazzini;BITONE;25;33;;
2044;2017;Savena;Mazzini;DUE MADONNE;4;5;;
2060;2017;Savena;Mazzini;PONTEVECCHIO;3;2;;
2078;2017;Savena;Mazzini;BITONE;44;211;;
2086;2017;Savena;Mazzini;BITONE;27;59;;
2093;2017;Savena;Mazzini;BITONE;15;35;35;
2094;2017;Savena;Mazzini;BITONE;7;8;;
2119;2017;Savena;Mazzini;VIA ARNO;14;19;;
2132;2017;Savena;Mazzini;VIA ARNO;17;15;;
2134;2017;Savena;Mazzini;VIA ARNO;46;87;;
2142;2017;Savena;Mazzini;CAVEDONE;8;8;;
2150;2017;Savena;Mazzini;VIA ARNO;1;1;;
2154;2017;Savena;Mazzini;VIA ARNO;15;28;;
2175;2017;Savena;S. Ruffillo;VIA TOSCANA;6;5;;
2230;2017;Savena;S. Ruffillo;VIA TOSCANA;4;4;;
2245;2017;Savena;S. Ruffillo;CORELLI;4;5;;
2257;2017;Savena;S. Ruffillo;CORELLI;14;21;;
2264;2017;Savena;S. Ruffillo;CORELLI;18;17;;
2276;2017;Savena;S. Ruffillo;CORELLI;13;17;;
2284;2017;Savena;S. Ruffillo;CORELLI;1;1;;
2286;2017;Savena;S. Ruffillo;CORELLI;19;22;;
2302;2017;Savena;S. Ruffillo;VIA TOSCANA;2;3;;
2304;2017;Savena;S. Ruffillo;CORELLI;1;1;;
2309;2017;Savena;S. Ruffillo;MONTE DONATO;1;2;;
2325;2017;Navile;Corticella;SAVENA ABBANDONATO;1;4;;
26;2018;Borgo Panigale - Reno;Borgo Panigale;BARGELLINO;5;92;;
33;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;2;11;;
42;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;2;3;;
45;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;5;35;;
59;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;9;20;;
62;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;16;20;;
100;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;8;9;;
114;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;22;;
115;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;18;71;;
117;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;13;21;;
127;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;43;408;;
150;2018;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;26;33;;
171;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;24;27;;
199;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;4;10;;
212;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;7;8;;
214;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;2;2;;
219;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;3;3;;
232;2018;Navile;Bolognina;ARCOVEGGIO;3;4;;
251;2018;Navile;Bolognina;ARCOVEGGIO;23;55;;
265;2018;Navile;Bolognina;ARCOVEGGIO;24;36;;
267;2018;Navile;Bolognina;ARCOVEGGIO;6;12;;
272;2018;Navile;Bolognina;PIAZZA DELL'UNITA';12;20;;
275;2018;Navile;Bolognina;PIAZZA DELL'UNITA';25;42;;
284;2018;Navile;Bolognina;PIAZZA DELL'UNITA';5;6;;
311;2018;Navile;Bolognina;VIA FERRARESE;18;20;;
322;2018;Navile;Bolognina;VIA FERRARESE;32;48;;
344;2018;Navile;Bolognina;PIAZZA DELL'UNITA';3;4;;
357;2018;Navile;Bolognina;PIAZZA DELL'UNITA';15;28;;
387;2018;Navile;Corticella;SAN SAVINO;4;4;;
395;2018;Navile;Corticella;SAN SAVINO;22;74;;
399;2018;Navile;Corticella;SAN SAVINO;24;45;;
400;2018;Navile;Corticella;SAN SAVINO;22;39;;
443;2018;Navile;Corticella;CROCE COPERTA;4;309;;
451;2018;Navile;Corticella;CROCE COPERTA;18;300;;
472;2018;Navile;Corticella;CROCE COPERTA;82;444;;
486;2018;Navile;Corticella;LA DOZZA;3;4;;
492;2018;Navile;Lame;LAGHETTI DEL ROSARIO;1;8;;
497;2018;Navile;Lame;LAGHETTI DEL ROSARIO;5;6;;
498;2018;Navile;Lame;LAGHETTI DEL ROSARIO;1;6;;
516;2018;Navile;Lame;LAGHETTI DEL ROSARIO;3;55;;
518;2018;Navile;Lame;LAGHETTI DEL ROSARIO;1;1;;
539;2018;Navile;Lame;PESCAROLA;15;17;;
542;2018;Navile;Lame;TIRO A SEGNO;2;2;;
544;2018;Navile;Lame;PESCAROLA;1;1;;
556;2018;Navile;Lame;BEVERARA;2;2;;
562;2018;Navile;Lame;BEVERARA;14;266;;
585;2018;Navile;Lame;LAZZARETTO;25;50;;
603;2018;Porto - Saragozza;Marconi;MARCONI-2;62;153;;
615;2018;Porto - Saragozza;Marconi;MARCONI-2;26;60;;
620;2018;Porto - Saragozza;Marconi;MARCONI-2;67;123;;
630;2018;Porto - Saragozza;Marconi;MARCONI-2;70;123;;
634;2018;Porto - Saragozza;Marconi;MARCONI-2;55;145;;
635;2018;Porto - Saragozza;Marconi;MARCONI-2;3;2;;
646;2018;Porto - Saragozza;Marconi;MARCONI-2;57;243;;
668;2018;Porto - Saragozza;Marconi;MARCONI-2;53;93;;
675;2018;Porto - Saragozza;Marconi;MARCONI-2;32;61;;
680;2018;Porto - Saragozza;Marconi;MARCONI-1;11;35;;
718;2018;Porto - Saragozza;Saffi;ZANARDI;16;55;;
719;2018;Porto - Saragozza;Saffi;ZANARDI;48;99;;
728;2018;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;14;22;;
733;2018;Porto - Saragozza;Saffi;ZANARDI;33;60;;
734;2018;Porto - Saragozza;Saffi;VELODROMO;3;33;;
743;2018;Porto - Saragozza;Saffi;VELODROMO;25;170;;
752;2018;Porto - Saragozza;Saffi;VELODROMO;10;37;;
753;2018;Porto - Saragozza;Saffi;VELODROMO;3;3;;
757;2018;Porto - Saragozza;Saffi;VELODROMO;2;2;;
763;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;2;918;;
770;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;18;35;;
773;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;14;21;;
787;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;16;240;;
788;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;17;38;;
793;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;7;93;;
807;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;25;;
823;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;6;10;;
845;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;4;7;;
870;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;26;48;;
906;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;46;122;;
928;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;27;35;;
965;2018;San Donato - San Vitale;San Donato;FIERA;2;44;;
969;2018;San Donato - San Vitale;San Donato;SAN DONNINO;9;21;;
974;2018;San Donato - San Vitale;San Donato;FIERA;18;127;;
985;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;53;112;;
994;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;25;98;;
1001;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;7;12;;
1002;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;8;9;;
1019;2018;San Donato - San Vitale;San Donato;MICHELINO;4;12;;
1021;2018;San Donato - San Vitale;San Donato;MICHELINO;4;6;;
1065;2018;San Donato - San Vitale;San Donato;VIA MONDO;4;4;;
1073;2018;San Donato - San Vitale;San Donato;VIA MONDO;3;3;;
1081;2018;San Donato - San Vitale;San Donato;SAN DONNINO;37;58;;
1083;2018;San Donato - San Vitale;San Donato;SAN DONNINO;2;2;;
1118;2018;San Donato - San Vitale;San Donato;CAAB;20;90;;
1137;2018;Santo Stefano;Colli;OSSERVANZA;9;10;;
1151;2018;Santo Stefano;Colli;OSSERVANZA;15;16;;
1163;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;12;45;;
1184;2018;Santo Stefano;Colli;PADERNO;1;1;;
1200;2018;Santo Stefano;Colli;PADERNO;5;5;;
1202;2018;Santo Stefano;Colli;PADERNO;2;2;;
1254;2018;Santo Stefano;Galvani;GALVANI-2;6;47;;
1267;2018;Santo Stefano;Galvani;GALVANI-2;20;22;;
1287;2018;Santo Stefano;Galvani;GALVANI-2;33;31;;
1294;2018;Santo Stefano;Galvani;GALVANI-2;45;81;;
1361;2018;Santo Stefano;Murri;MEZZOFANTI;28;32;;
1363;2018;Santo Stefano;Murri;DAGNINI;3;3;;
1367;2018;Santo Stefano;Murri;DAGNINI;12;38;;
1384;2018;Santo Stefano;Murri;SIEPELUNGA;15;20;;
1438;2018;Santo Stefano;Murri;CHIESANUOVA;12;26;;
1449;2018;Santo Stefano;Irnerio;IRNERIO-2;45;139;;
1451;2018;Santo Stefano;Irnerio;IRNERIO-2;12;30;;
1516;2018;Santo Stefano;Irnerio;IRNERIO-1;23;124;;
1527;2018;Santo Stefano;Irnerio;IRNERIO-1;85;203;;
1554;2018;Santo Stefano;Irnerio;IRNERIO-2;65;202;;
1572;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;13;16;;
1619;2018;San Donato - San Vitale;S. Vitale;MENGOLI;2;5;;
1622;2018;San Donato - San Vitale;S. Vitale;MENGOLI;9;11;;
1650;2018;San Donato - San Vitale;S. Vitale;MENGOLI;16;16;;
1685;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;8;33;;
1706;2018;San Donato - San Vitale;S. Vitale;ROVERI;9;46;;
1770;2018;San Donato - San Vitale;S. Vitale;GUELFA;13;15;;
1793;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;56;92;;
1798;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;10;35;;
1806;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;40;77;;
1811;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;33;47;;
1832;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;9;10;;
1918;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;1;2;;
1920;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;2;2;;
1931;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;7;18;;
1943;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;24;53;;
1946;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;25;54;;
1953;2018;Porto - Saragozza;Malpighi;MALPIGHI-1;86;269;;
1968;2018;Porto - Saragozza;Malpighi;MALPIGHI-1;57;88;;
1977;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;13;11;;
1980;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;53;77;;
2115;2018;Savena;Mazzini;BITONE;8;12;;
2161;2018;Savena;S. Ruffillo;VIA TOSCANA;1;2;;
2196;2018;Savena;S. Ruffillo;MONTE DONATO;2;2;;
2200;2018;Savena;S. Ruffillo;VIA TOSCANA;4;4;;
2206;2018;Savena;S. Ruffillo;VIA TOSCANA;11;11;;
2229;2018;Savena;S. Ruffillo;VIA TOSCANA;5;8;;
2262;2018;Savena;S. Ruffillo;CORELLI;21;24;;
2268;2018;Savena;S. Ruffillo;CORELLI;9;10;;
11;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
12;2019;Borgo Panigale - Reno;Borgo Panigale;LAVINO DI MEZZO;13;23;;
27;2019;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;2;2;;
58;2019;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;11;18;;146
77;2019;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;11;11;;481
81;2019;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;12;18;;
92;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;1;5;;
95;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;4;6;;
104;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;21;;
109;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;18;28;;
113;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;14;25;;
124;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;39;142;;
132;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;2;;
134;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;8;9;;
135;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
142;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;55;166;;76
152;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;6;8;;
153;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;34;149;;
183;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;10;17;;
192;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
205;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;19;22;;
211;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;11;24;;
214;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;1;;
220;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;3;9;;
226;2019;Navile;Bolognina;CNR;2;7;;
229;2019;Navile;Bolognina;ARCOVEGGIO;16;242;;
230;2019;Navile;Bolognina;ARCOVEGGIO;26;36;;50
250;2019;Navile;Bolognina;EX MERCATO ORTOFRUTTICOLO;35;265;;25
251;2019;Navile;Bolognina;ARCOVEGGIO;24;55;;60
251;2019;Navile;Bolognina;ARCOVEGGIO;24;55;;78
271;2019;Navile;Bolognina;ARCOVEGGIO;7;10;;377
277;2019;Navile;Bolognina;PIAZZA DELL'UNITA';10;38;;
290;2019;Navile;Bolognina;PIAZZA DELL'UNITA';36;67;;
294;2019;Navile;Bolognina;PIAZZA DELL'UNITA';5;18;;223
312;2019;Navile;Bolognina;VIA FERRARESE;1;1;;
317;2019;Navile;Bolognina;VIA FERRARESE;24;39;;
348;2019;Navile;Bolognina;PIAZZA DELL'UNITA';38;52;;
352;2019;Navile;Bolognina;PIAZZA DELL'UNITA';48;168;;
356;2019;Navile;Bolognina;PIAZZA DELL'UNITA';48;196;;
358;2019;Navile;Bolognina;PIAZZA DELL'UNITA';41;66;;
369;2019;Navile;Corticella;SAN SAVINO;6;17;;
371;2019;Navile;Corticella;SAN SAVINO;13;25;;
375;2019;Navile;Corticella;SAN SAVINO;4;3;;
377;2019;Navile;Corticella;SAN SAVINO;7;14;;168
384;2019;Navile;Corticella;SAN SAVINO;3;8;;
391;2019;Navile;Corticella;SAN SAVINO;1;3;;
407;2019;Navile;Corticella;SAN SAVINO;7;9;;78
445;2019;Navile;Corticella;CROCE COPERTA;3;12;;
465;2019;Navile;Corticella;CROCE COPERTA;9;14;;
466;2019;Navile;Corticella;CROCE COPERTA;17;65;;
468;2019;Navile;Corticella;CROCE COPERTA;21;40;;
477;2019;Navile;Corticella;SAVENA ABBANDONATO;4;16;;
485;2019;Navile;Corticella;LA DOZZA;24;69;;124
495;2019;Navile;Lame;LAGHETTI DEL ROSARIO;4;4;;
498;2019;Navile;Lame;LAGHETTI DEL ROSARIO;1;9;;
504;2019;Navile;Lame;LAGHETTI DEL ROSARIO;4;4;;
512;2019;Navile;Lame;LAGHETTI DEL ROSARIO;13;43;;
516;2019;Navile;Lame;LAGHETTI DEL ROSARIO;2;52;;
518;2019;Navile;Lame;LAGHETTI DEL ROSARIO;1;1;;
547;2019;Navile;Lame;PESCAROLA;24;53;;60
564;2019;Navile;Lame;BEVERARA;8;49;;
579;2019;Navile;Lame;LAZZARETTO;19;37;;
596;2019;Navile;Lame;BEVERARA;31;319;;
610;2019;Porto - Saragozza;Marconi;MARCONI-2;70;163;;
612;2019;Porto - Saragozza;Marconi;MARCONI-2;1;2;;74
617;2019;Porto - Saragozza;Marconi;MARCONI-2;20;201;;
627;2019;Porto - Saragozza;Marconi;MARCONI-2;93;214;;1030
639;2019;Porto - Saragozza;Marconi;MARCONI-2;5;23;;
641;2019;Porto - Saragozza;Marconi;MARCONI-2;50;143;;
645;2019;Porto - Saragozza;Marconi;MARCONI-2;69;356;;
650;2019;Porto - Saragozza;Marconi;MARCONI-2;116;463;;
652;2019;Porto - Saragozza;Marconi;MARCONI-2;70;131;;
680;2019;Porto - Saragozza;Marconi;MARCONI-1;11;30;;
683;2019;Porto - Saragozza;Marconi;MARCONI-1;67;105;;
685;2019;Porto - Saragozza;Marconi;MARCONI-1;5;128;;
700;2019;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;4;133;;
712;2019;Porto - Saragozza;Saffi;ZANARDI;5;7;;
714;2019;Porto - Saragozza;Saffi;ZANARDI;57;151;;
733;2019;Porto - Saragozza;Saffi;ZANARDI;39;67;;
738;2019;Porto - Saragozza;Saffi;VELODROMO;24;39;;
742;2019;Porto - Saragozza;Saffi;VELODROMO;2;3;;
745;2019;Porto - Saragozza;Saffi;VELODROMO;28;37;;
748;2019;Porto - Saragozza;Saffi;VELODROMO;13;34;;
754;2019;Porto - Saragozza;Saffi;VELODROMO;13;17;;
772;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;20;45;;
779;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;19;26;;
781;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;9;22;;
782;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;3;4;;283
791;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;1;14;;
813;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;6;10;;
827;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;5;5;;
850;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;5;8;;
872;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;14;14;;
880;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;9;19;;
894;2019;Borgo Panigale - Reno;S. Viola;AGUCCHI;27;64;;127
894;2019;Borgo Panigale - Reno;S. Viola;AGUCCHI;27;64;;310
922;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;20;45;;
923;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;41;1498;;4
923;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;41;1498;;99
929;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;7;9;;
938;2019;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;3;;
965;2019;San Donato - San Vitale;San Donato;FIERA;1;31;;
966;2019;San Donato - San Vitale;San Donato;SAN DONNINO;9;24;;
977;2019;San Donato - San Vitale;San Donato;FIERA;7;49;;
990;2019;San Donato - San Vitale;San Donato;VIA DEL LAVORO;20;24;;39
