area_name,household_type,household_size,households
galvani-1,Padre con figli,5,1
galvani-2,Padre con figli,5,1
irnerio-1,Coniugi con figli,5,15
irnerio-2,Coniugi con figli,5,42
irnerio-1,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
irnerio-2,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
irnerio-1,Padre con figli e altri membri conviventi,6-10,1
irnerio-2,Padre con figli e altri membri conviventi,6-10,3
irnerio-1,Solo,1,776
irnerio-2,Solo,1,2129
chiesanuova,Altre tipologie familiari,6-10,1
dagnini,Altre tipologie familiari,6-10,1
giardini margherita,Altre tipologie familiari,6-10,1
mezzofanti,Altre tipologie familiari,6-10,1
siepelunga,Altre tipologie familiari,6-10,1
chiesanuova,Coniugi con altri membri conviventi,4,3
dagnini,Coniugi con altri membri conviventi,4,4
giardini margherita,Coniugi con altri membri conviventi,4,1
mezzofanti,Coniugi con altri membri conviventi,4,3
siepelunga,Coniugi con altri membri conviventi,4,2
chiesanuova,Coppia unita civilmente femminile,2,1
dagnini,Coppia unita civilmente femminile,2,1
giardini margherita,Coppia unita civilmente femminile,2,1
mezzofanti,Coppia unita civilmente femminile,2,1
siepelunga,Coppia unita civilmente femminile,2,1
chiesanuova,Coppia unita civilmente maschile,2,3
dagnini,Coppia unita civilmente maschile,2,3
giardini margherita,Coppia unita civilmente maschile,2,1
mezzofanti,Coppia unita civilmente maschile,2,3
siepelunga,Coppia unita civilmente maschile,2,2
chiesanuova,Madre con figli e altri membri conviventi,3,50
dagnini,Madre con figli e altri membri conviventi,3,64
giardini margherita,Madre con figli e altri membri conviventi,3,1
mezzofanti,Madre con figli e altri membri conviventi,3,50
siepelunga,Madre con figli e altri membri conviventi,3,30
chiesanuova,Madre con figli e altri membri conviventi,6-10,3
dagnini,Madre con figli e altri membri conviventi,6-10,3
giardini margherita,Madre con figli e altri membri conviventi,6-10,1
mezzofanti,Madre con figli e altri membri conviventi,6-10,3
siepelunga,Madre con figli e altri membri conviventi,6-10,2
chiesanuova,Padre con figli e altri membri conviventi,6-10,1
dagnini,Padre con figli e altri membri conviventi,6-10,1
giardini margherita,Padre con figli e altri membri conviventi,6-10,1
mezzofanti,Padre con figli e altri membri conviventi,6-10,1
siepelunga,Padre con figli e altri membri conviventi,6-10,1
chiesanuova,Solo,1,893
dagnini,Solo,1,1143
giardini margherita,Solo,1,4
mezzofanti,Solo,1,896
siepelunga,Solo,1,535
bitone,Madre con figli,5,3
cavedone,Madre con figli,5,1
due madonne,Madre con figli,5,1
fossolo,Madre con figli,5,2
lungo savena,Madre con figli,5,1
ospedale bellaria,Madre con figli,5,1
pontevecchio,Madre con figli,5,2
via arno,Madre con figli,5,2
bitone,Padre con figli e altri membri conviventi,5,7
cavedone,Padre con figli e altri membri conviventi,5,2
due madonne,Padre con figli e altri membri conviventi,5,2
fossolo,Padre con figli e altri membri conviventi,5,5
lungo savena,Padre con figli e altri membri conviventi,5,1
ospedale bellaria,Padre con figli e altri membri conviventi,5,1
pontevecchio,Padre con figli e altri membri conviventi,5,4
via arno,Padre con figli e altri membri conviventi,5,5
battindarno,Coniugi con altri membri conviventi,4,5
canale di reno,Coniugi con altri membri conviventi,4,4
villaggio della barca,Coniugi con altri membri conviventi,4,4
battindarno,Coniugi con figli,3,351
canale di reno,Coniugi con figli,3,251
villaggio della barca,Coniugi con figli,3,238
aeroporto,Altre tipologie familiari,2,11
bargellino,Altre tipologie familiari,2,2
borgo centro,Altre tipologie familiari,2,184
casteldebole,Altre tipologie familiari,2,118
ducati-villaggio ina,Altre tipologie familiari,2,72
la birra,Altre tipologie familiari,2,45
lavino di mezzo,Altre tipologie familiari,2,13
lungo reno,Altre tipologie familiari,2,1
rigosa,Altre tipologie familiari,2,31
triumvirato-pietra,Altre tipologie familiari,2,125
via del vivaio,Altre tipologie familiari,2,22
aeroporto,Padre con figli,6-10,1
bargellino,Padre con figli,6-10,1
borgo centro,Padre con figli,6-10,1
casteldebole,Padre con figli,6-10,1
ducati-villaggio ina,Padre con figli,6-10,1
la birra,Padre con figli,6-10,1
lavino di mezzo,Padre con figli,6-10,1
lungo reno,Padre con figli,6-10,1
rigosa,Padre con figli,6-10,1
triumvirato-pietra,Padre con figli,6-10,1
via del vivaio,Padre con figli,6-10,1
arcoveggio,Coniugi con altri membri conviventi,4,5
caserme rosse-manifattura,Coniugi con altri membri conviventi,4,1
cnr,Coniugi con altri membri conviventi,4,1
ex mercato ortofrutticolo,Coniugi con altri membri conviventi,4,1
piazza dell'unita',Coniugi con altri membri conviventi,4,6
via ferrarese,Coniugi con altri membri conviventi,4,6
beverara,Coniugi con altri membri conviventi,6-10,2
la noce,Coniugi con altri membri conviventi,6-10,1
laghetti del rosario,Coniugi con altri membri conviventi,6-10,1
lazzaretto,Coniugi con altri membri conviventi,6-10,1
pescarola,Coniugi con altri membri conviventi,6-10,1
tiro a segno,Coniugi con altri membri conviventi,6-10,1
beverara,Coniugi con figli,4,207
la noce,Coniugi con figli,4,45
laghetti del rosario,Coniugi con figli,4,15
lazzaretto,Coniugi con figli,4,27
pescarola,Coniugi con figli,4,133
tiro a segno,Coniugi con figli,4,5
beverara,Padre con figli e altri membri conviventi,6-10,5
la noce,Padre con figli e altri membri conviventi,6-10,1
laghetti del rosario,Padre con figli e altri membri conviventi,6-10,1
lazzaretto,Padre con figli e altri membri conviventi,6-10,1
pescarola,Padre con figli e altri membri conviventi,6-10,3
tiro a segno,Padre con figli e altri membri conviventi,6-10,1
ravone,Coniugi con altri membri conviventi,4,1
san giuseppe,Coniugi con altri membri conviventi,4,2
san luca,Coniugi con altri membri conviventi,4,1
stadio-meloncello,Coniugi con altri membri conviventi,4,1
via del genio,Coniugi con altri membri conviventi,4,1
xxi aprile,Coniugi con altri membri conviventi,4,4
ravone,Coniugi con figli,4,41
san giuseppe,Coniugi con figli,4,209
san luca,Coniugi con figli,4,22
stadio-meloncello,Coniugi con figli,4,120
via del genio,Coniugi con figli,4,1
xxi aprile,Coniugi con figli,4,424
ravone,Padre con figli e altri membri conviventi,5,1
san giuseppe,Padre con figli e altri membri conviventi,5,5
san luca,Padre con figli e altri membri conviventi,5,1
stadio-meloncello,Padre con figli e altri membri conviventi,5,3
via del genio,Padre con figli e altri membri conviventi,5,1
xxi aprile,Padre con figli e altri membri conviventi,5,9
malpighi-1,Coniugi con figli,3,58
malpighi-2,Coniugi con figli,3,303
malpighi-1,Coniugi con figli,6-10,1
malpighi-2,Coniugi con figli,6-10,4
malpighi-1,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
malpighi-2,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,2
malpighi-1,Madre con figli,4,2
malpighi-2,Madre con figli,4,9
malpighi-1,Madre con figli,5,1
malpighi-2,Madre con figli,5,3
malpighi-1,Madre con figli e altri membri conviventi,3,14
malpighi-2,Madre con figli e altri membri conviventi,3,73
malpighi-1,Padre con figli,3,4
malpighi-2,Padre con figli,3,20
malpighi-1,Padre con figli e altri membri conviventi,5,2
malpighi-2,Padre con figli e altri membri conviventi,5,6
marconi-1,Altre tipologie familiari,3,3
marconi-2,Altre tipologie familiari,3,16
marconi-1,Coniugi con altri membri conviventi,3,5
marconi-2,Coniugi con altri membri conviventi,3,22
marconi-1,Coniugi con figli,3,75
marconi-2,Coniugi con figli,3,393
marconi-1,Coniugi con figli e altri membri conviventi,4,4
marconi-2,Coniugi con figli e altri membri conviventi,4,21
marconi-1,Madre con figli,4,3
marconi-2,Madre con figli,4,13
marconi-1,Padre con figli e altri membri conviventi,3,13
marconi-2,Padre con figli e altri membri conviventi,3,67
prati di caprara-ospedale maggiore,Coniugi con altri membri conviventi,5,1
scalo ravone,Coniugi con altri membri conviventi,5,1
velodromo,Coniugi con altri membri conviventi,5,1
via vittorio veneto,Coniugi con altri membri conviventi,5,1
zanardi,Coniugi con altri membri conviventi,5,2
prati di caprara-ospedale maggiore,Padre con figli,3,1
scalo ravone,Padre con figli,3,1
velodromo,Padre con figli,3,10
via vittorio veneto,Padre con figli,3,10
zanardi,Padre con figli,3,12
caab,Madre con figli,5,1
cadriano-calamosco,Madre con figli,5,1
fiera,Madre con figli,5,1
michelino,Madre con figli,5,2
pilastro,Madre con figli,5,2
san donnino,Madre con figli,5,1
scalo merci san donato,Madre con figli,5,1
via del lavoro,Madre con figli,5,3
via mondo,Madre con figli,5,3
caab,Padre con figli,4,1
cadriano-calamosco,Padre con figli,4,1
fiera,Padre con figli,4,1
michelino,Padre con figli,4,1
pilastro,Padre con figli,4,2
san donnino,Padre con figli,4,1
scalo merci san donato,Padre con figli,4,1
via del lavoro,Padre con figli,4,2
via mondo,Padre con figli,4,2
osservanza,Coniugi con altri membri conviventi,3,8
paderno,Coniugi con altri membri conviventi,3,4
san michele in bosco,Coniugi con altri membri conviventi,3,5
osservanza,Coniugi con figli,6-10,9
paderno,Coniugi con figli,6-10,4
san michele in bosco,Coniugi con figli,6-10,6
osservanza,Coniugi con figli e altri membri conviventi,4,7
paderno,Coniugi con figli e altri membri conviventi,4,3
san michele in bosco,Coniugi con figli e altri membri conviventi,4,5
osservanza,Madre con figli,6-10,1
paderno,Madre con figli,6-10,1
san michele in bosco,Madre con figli,6-10,1
osservanza,Padre con figli e altri membri conviventi,3,24
paderno,Padre con figli e altri membri conviventi,3,10
san michele in bosco,Padre con figli e altri membri conviventi,3,15
osservanza,Padre con figli e altri membri conviventi,6-10,2
paderno,Padre con figli e altri membri conviventi,6-10,1
san michele in bosco,Padre con figli e altri membri conviventi,6-10,1
osservanza,Sola,1,556
paderno,Sola,1,210
san michele in bosco,Sola,1,346
galvani-1,Coniugi,2,101
galvani-2,Coniugi,2,633
galvani-1,Coniugi con altri membri conviventi,4,1
galvani-2,Coniugi con altri membri conviventi,4,3
galvani-1,Coniugi con figli e altri membri conviventi,Oltre 10,1
galvani-2,Coniugi con figli e altri membri conviventi,Oltre 10,1
galvani-1,Coppia unita civilmente maschile,2,2
galvani-2,Coppia unita civilmente maschile,2,10
galvani-1,Solo,1,269
galvani-2,Solo,1,1699
irnerio-1,Altre tipologie familiari,3,9
irnerio-2,Altre tipologie familiari,3,22
bitone,Coniugi con altri membri conviventi,5,2
cavedone,Coniugi con altri membri conviventi,5,1
due madonne,Coniugi con altri membri conviventi,5,1
fossolo,Coniugi con altri membri conviventi,5,1
lungo savena,Coniugi con altri membri conviventi,5,1
ospedale bellaria,Coniugi con altri membri conviventi,5,1
pontevecchio,Coniugi con altri membri conviventi,5,1
via arno,Coniugi con altri membri conviventi,5,1
bitone,Madre con figli,3,93
cavedone,Madre con figli,3,28
due madonne,Madre con figli,3,27
fossolo,Madre con figli,3,75
lungo savena,Madre con figli,3,2
ospedale bellaria,Madre con figli,3,2
pontevecchio,Madre con figli,3,46
via arno,Madre con figli,3,62
battindarno,Altre tipologie familiari,2,188
canale di reno,Altre tipologie familiari,2,134
villaggio della barca,Altre tipologie familiari,2,127
battindarno,Coppia unita civilmente maschile,2,2
canale di reno,Coppia unita civilmente maschile,2,1
villaggio della barca,Coppia unita civilmente maschile,2,1
battindarno,Madre con figli e altri membri conviventi,4,39
canale di reno,Madre con figli e altri membri conviventi,4,28
villaggio della barca,Madre con figli e altri membri conviventi,4,27
aeroporto,Madre con figli,6-10,1
bargellino,Madre con figli,6-10,1
borgo centro,Madre con figli,6-10,1
casteldebole,Madre con figli,6-10,1
ducati-villaggio ina,Madre con figli,6-10,1
la birra,Madre con figli,6-10,1
lavino di mezzo,Madre con figli,6-10,1
lungo reno,Madre con figli,6-10,1
rigosa,Madre con figli,6-10,1
triumvirato-pietra,Madre con figli,6-10,1
via del vivaio,Madre con figli,6-10,1
arcoveggio,Coniugi con figli e altri membri conviventi,6-10,30
caserme rosse-manifattura,Coniugi con figli e altri membri conviventi,6-10,7
cnr,Coniugi con figli e altri membri conviventi,6-10,1
ex mercato ortofrutticolo,Coniugi con figli e altri membri conviventi,6-10,5
piazza dell'unita',Coniugi con figli e altri membri conviventi,6-10,32
via ferrarese,Coniugi con figli e altri membri conviventi,6-10,34
arcoveggio,Madre con figli,5,3
caserme rosse-manifattura,Madre con figli,5,1
cnr,Madre con figli,5,1
ex mercato ortofrutticolo,Madre con figli,5,1
piazza dell'unita',Madre con figli,5,3
via ferrarese,Madre con figli,5,3
arcoveggio,Madre con figli e altri membri conviventi,3,79
caserme rosse-manifattura,Madre con figli e altri membri conviventi,3,17
cnr,Madre con figli e altri membri conviventi,3,1
ex mercato ortofrutticolo,Madre con figli e altri membri conviventi,3,13
piazza dell'unita',Madre con figli e altri membri conviventi,3,83
via ferrarese,Madre con figli e altri membri conviventi,3,90
arcoveggio,Padre con figli,2,57
caserme rosse-manifattura,Padre con figli,2,12
cnr,Padre con figli,2,1
ex mercato ortofrutticolo,Padre con figli,2,10
piazza dell'unita',Padre con figli,2,60
via ferrarese,Padre con figli,2,65
arcoveggio,Padre con figli,4,2
caserme rosse-manifattura,Padre con figli,4,1
cnr,Padre con figli,4,1
ex mercato ortofrutticolo,Padre con figli,4,1
piazza dell'unita',Padre con figli,4,2
via ferrarese,Padre con figli,4,2
arcoveggio,Padre con figli e altri membri conviventi,4,42
caserme rosse-manifattura,Padre con figli e altri membri conviventi,4,9
cnr,Padre con figli e altri membri conviventi,4,1
ex mercato ortofrutticolo,Padre con figli e altri membri conviventi,4,7
piazza dell'unita',Padre con figli e altri membri conviventi,4,44
via ferrarese,Padre con figli e altri membri conviventi,4,48
beverara,Coniugi con figli,5,49
la noce,Coniugi con figli,5,11
laghetti del rosario,Coniugi con figli,5,4
lazzaretto,Coniugi con figli,5,7
pescarola,Coniugi con figli,5,31
tiro a segno,Coniugi con figli,5,2
beverara,Coppia unita civilmente femminile,2,1
la noce,Coppia unita civilmente femminile,2,1
laghetti del rosario,Coppia unita civilmente femminile,2,1
lazzaretto,Coppia unita civilmente femminile,2,1
pescarola,Coppia unita civilmente femminile,2,1
tiro a segno,Coppia unita civilmente femminile,2,1
beverara,Madre con figli e altri membri conviventi,4,28
la noce,Madre con figli e altri membri conviventi,4,6
laghetti del rosario,Madre con figli e altri membri conviventi,4,2
lazzaretto,Madre con figli e altri membri conviventi,4,4
pescarola,Madre con figli e altri membri conviventi,4,18
tiro a segno,Madre con figli e altri membri conviventi,4,1
beverara,Padre con figli,4,3
la noce,Padre con figli,4,1
laghetti del rosario,Padre con figli,4,1
lazzaretto,Padre con figli,4,1
pescarola,Padre con figli,4,2
tiro a segno,Padre con figli,4,1
battindarno,Coniugi con figli e altri membri conviventi,5,19
canale di reno,Coniugi con figli e altri membri conviventi,5,14
villaggio della barca,Coniugi con figli e altri membri conviventi,5,13
battindarno,Madre con figli,5,3
canale di reno,Madre con figli,5,2
villaggio della barca,Madre con figli,5,2
aeroporto,Madre con figli,3,5
bargellino,Madre con figli,3,1
borgo centro,Madre con figli,3,75
casteldebole,Madre con figli,3,48
ducati-villaggio ina,Madre con figli,3,29
la birra,Madre con figli,3,19
lavino di mezzo,Madre con figli,3,5
lungo reno,Madre con figli,3,1
rigosa,Madre con figli,3,13
triumvirato-pietra,Madre con figli,3,51
via del vivaio,Madre con figli,3,9
aeroporto,Madre con figli,5,1
bargellino,Madre con figli,5,1
borgo centro,Madre con figli,5,2
casteldebole,Madre con figli,5,1
ducati-villaggio ina,Madre con figli,5,1
la birra,Madre con figli,5,1
lavino di mezzo,Madre con figli,5,1
lungo reno,Madre con figli,5,1
rigosa,Madre con figli,5,1
triumvirato-pietra,Madre con figli,5,2
via del vivaio,Madre con figli,5,1
arcoveggio,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,2
caserme rosse-manifattura,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
cnr,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
ex mercato ortofrutticolo,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
piazza dell'unita',Coppia unita civilmente femminile con figli ed eventuali conviventi,3,2
via ferrarese,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,2
arcoveggio,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
caserme rosse-manifattura,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
cnr,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
ex mercato ortofrutticolo,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
piazza dell'unita',Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
via ferrarese,Coppia unita civilmente femminile con figli ed eventuali conviventi,4,1
arcoveggio,Padre con figli e altri membri conviventi,3,76
caserme rosse-manifattura,Padre con figli e altri membri conviventi,3,16
cnr,Padre con figli e altri membri conviventi,3,1
ex mercato ortofrutticolo,Padre con figli e altri membri conviventi,3,13
piazza dell'unita',Padre con figli e altri membri conviventi,3,80
via ferrarese,Padre con figli e altri membri conviventi,3,87
croce coperta,Coniugi con figli e altri membri conviventi,6-10,19
la dozza,Coniugi con figli e altri membri conviventi,6-10,5
mulino del gomito,Coniugi con figli e altri membri conviventi,6-10,3
san savino,Coniugi con figli e altri membri conviventi,6-10,28
savena abbandonato,Coniugi con figli e altri membri conviventi,6-10,4
croce coperta,Padre con figli e altri membri conviventi,4,27
la dozza,Padre con figli e altri membri conviventi,4,6
mulino del gomito,Padre con figli e altri membri conviventi,4,4
san savino,Padre con figli e altri membri conviventi,4,41
savena abbandonato,Padre con figli e altri membri conviventi,4,5
croce coperta,Solo,1,639
la dozza,Solo,1,145
mulino del gomito,Solo,1,77
san savino,Solo,1,980
savena abbandonato,Solo,1,107
beverara,Coniugi con altri membri conviventi,5,2
la noce,Coniugi con altri membri conviventi,5,1
laghetti del rosario,Coniugi con altri membri conviventi,5,1
lazzaretto,Coniugi con altri membri conviventi,5,1
pescarola,Coniugi con altri membri conviventi,5,1
tiro a segno,Coniugi con altri membri conviventi,5,1
beverara,Madre con figli e altri membri conviventi,3,47
la noce,Madre con figli e altri membri conviventi,3,11
laghetti del rosario,Madre con figli e altri membri conviventi,3,4
lazzaretto,Madre con figli e altri membri conviventi,3,7
pescarola,Madre con figli e altri membri conviventi,3,30
tiro a segno,Madre con figli e altri membri conviventi,3,2
ravone,Coniugi con altri membri conviventi,5,1
san giuseppe,Coniugi con altri membri conviventi,5,1
san luca,Coniugi con altri membri conviventi,5,1
stadio-meloncello,Coniugi con altri membri conviventi,5,1
via del genio,Coniugi con altri membri conviventi,5,1
xxi aprile,Coniugi con altri membri conviventi,5,1
ravone,Coniugi con figli e altri membri conviventi,4,2
san giuseppe,Coniugi con figli e altri membri conviventi,4,10
san luca,Coniugi con figli e altri membri conviventi,4,1
stadio-meloncello,Coniugi con figli e altri membri conviventi,4,6
via del genio,Coniugi con figli e altri membri conviventi,4,1
xxi aprile,Coniugi con figli e altri membri conviventi,4,20
ravone,Madre con figli,4,2
san giuseppe,Madre con figli,4,11
san luca,Madre con figli,4,2
stadio-meloncello,Madre con figli,4,6
via del genio,Madre con figli,4,1
xxi aprile,Madre con figli,4,21
malpighi-1,Altre tipologie familiari,4,1
malpighi-2,Altre tipologie familiari,4,4
malpighi-1,Coniugi con figli,4,40
malpighi-2,Coniugi con figli,4,209
malpighi-1,Coniugi con figli,5,9
malpighi-2,Coniugi con figli,5,47
malpighi-1,Sola,1,391
malpighi-2,Sola,1,2069
marconi-1,Coniugi con figli,5,12
marconi-2,Coniugi con figli,5,63
marconi-1,Coniugi con figli e altri membri conviventi,6-10,2
marconi-2,Coniugi con figli e altri membri conviventi,6-10,9
marconi-1,Coppia unita civilmente maschile,2,3
marconi-2,Coppia unita civilmente maschile,2,12
marconi-1,Madre con figli e altri membri conviventi,4,8
marconi-2,Madre con figli e altri membri conviventi,4,39
marconi-1,Solo,1,411
marconi-2,Solo,1,2177
prati di caprara-ospedale maggiore,Coniugi con altri membri conviventi,3,1
scalo ravone,Coniugi con altri membri conviventi,3,1
velodromo,Coniugi con altri membri conviventi,3,9
via vittorio veneto,Coniugi con altri membri conviventi,3,9
zanardi,Coniugi con altri membri conviventi,3,11
prati di caprara-ospedale maggiore,Coniugi con figli e altri membri conviventi,Oltre 10,1
scalo ravone,Coniugi con figli e altri membri conviventi,Oltre 10,1
velodromo,Coniugi con figli e altri membri conviventi,Oltre 10,1
via vittorio veneto,Coniugi con figli e altri membri conviventi,Oltre 10,1
zanardi,Coniugi con figli e altri membri conviventi,Oltre 10,1
prati di caprara-ospedale maggiore,Madre con figli e altri membri conviventi,5,1
scalo ravone,Madre con figli e altri membri conviventi,5,1
velodromo,Madre con figli e altri membri conviventi,5,5
via vittorio veneto,Madre con figli e altri membri conviventi,5,5
zanardi,Madre con figli e altri membri conviventi,5,6
caab,Coniugi con figli,6-10,2
cadriano-calamosco,Coniugi con figli,6-10,3
fiera,Coniugi con figli,6-10,1
michelino,Coniugi con figli,6-10,13
pilastro,Coniugi con figli,6-10,20
san donnino,Coniugi con figli,6-10,8
scalo merci san donato,Coniugi con figli,6-10,1
via del lavoro,Coniugi con figli,6-10,22
via mondo,Coniugi con figli,6-10,22
caab,Coniugi con figli e altri membri conviventi,4,2
cadriano-calamosco,Coniugi con figli e altri membri conviventi,4,3
fiera,Coniugi con figli e altri membri conviventi,4,1
michelino,Coniugi con figli e altri membri conviventi,4,11
pilastro,Coniugi con figli e altri membri conviventi,4,18
san donnino,Coniugi con figli e altri membri conviventi,4,8
scalo merci san donato,Coniugi con figli e altri membri conviventi,4,1
via del lavoro,Coniugi con figli e altri membri conviventi,4,20
via mondo,Coniugi con figli e altri membri conviventi,4,20
caab,Madre con figli,2,16
cadriano-calamosco,Madre con figli,2,30
fiera,Madre con figli,2,1
michelino,Madre con figli,2,158
pilastro,Madre con figli,2,245
san donnino,Madre con figli,2,102
scalo merci san donato,Madre con figli,2,2
via del lavoro,Madre con figli,2,279
via mondo,Madre con figli,2,278
caab,Madre con figli e altri membri conviventi,3,3
cadriano-calamosco,Madre con figli e altri membri conviventi,3,6
fiera,Madre con figli e altri membri conviventi,3,1
michelino,Madre con figli e altri membri conviventi,3,29
pilastro,Madre con figli e altri membri conviventi,3,45
san donnino,Madre con figli e altri membri conviventi,3,19
scalo merci san donato,Madre con figli e altri membri conviventi,3,1
via del lavoro,Madre con figli e altri membri conviventi,3,51
via mondo,Madre con figli e altri membri conviventi,3,50
caab,Madre con figli e altri membri conviventi,6-10,1
cadriano-calamosco,Madre con figli e altri membri conviventi,6-10,1
fiera,Madre con figli e altri membri conviventi,6-10,1
michelino,Madre con figli e altri membri conviventi,6-10,3
pilastro,Madre con figli e altri membri conviventi,6-10,4
san donnino,Madre con figli e altri membri conviventi,6-10,2
scalo merci san donato,Madre con figli e altri membri conviventi,6-10,1
via del lavoro,Madre con figli e altri membri conviventi,6-10,5
via mondo,Madre con figli e altri membri conviventi,6-10,5
osservanza,Coniugi con figli,3,166
paderno,Coniugi con figli,3,63
san michele in bosco,Coniugi con figli,3,104
osservanza,Padre con figli,2,35
paderno,Padre con figli,2,14
san michele in bosco,Padre con figli,2,22
galvani-1,Coniugi con figli,6-10,2
galvani-2,Coniugi con figli,6-10,13
irnerio-1,Altre tipologie familiari,5,1
irnerio-2,Altre tipologie familiari,5,2
irnerio-1,Coniugi con figli e altri membri conviventi,4,7
irnerio-2,Coniugi con figli e altri membri conviventi,4,20
irnerio-1,Coppia unita civilmente maschile,2,4
irnerio-2,Coppia unita civilmente maschile,2,9
chiesanuova,Coniugi,2,502
dagnini,Coniugi,2,642
giardini margherita,Coniugi,2,3
mezzofanti,Coniugi,2,503
siepelunga,Coniugi,2,301
chiesanuova,Coniugi con altri membri conviventi,3,14
dagnini,Coniugi con altri membri conviventi,3,17
giardini margherita,Coniugi con altri membri conviventi,3,1
mezzofanti,Coniugi con altri membri conviventi,3,14
siepelunga,Coniugi con altri membri conviventi,3,8
chiesanuova,Padre con figli,6-10,1
dagnini,Padre con figli,6-10,1
giardini margherita,Padre con figli,6-10,1
mezzofanti,Padre con figli,6-10,1
siepelunga,Padre con figli,6-10,1
bitone,Altre tipologie familiari,6-10,2
cavedone,Altre tipologie familiari,6-10,1
due madonne,Altre tipologie familiari,6-10,1
fossolo,Altre tipologie familiari,6-10,1
lungo savena,Altre tipologie familiari,6-10,1
ospedale bellaria,Altre tipologie familiari,6-10,1
pontevecchio,Altre tipologie familiari,6-10,1
via arno,Altre tipologie familiari,6-10,1
bitone,Coniugi con figli,5,66
cavedone,Coniugi con figli,5,20
due madonne,Coniugi con figli,5,19
fossolo,Coniugi con figli,5,54
lungo savena,Coniugi con figli,5,2
ospedale bellaria,Coniugi con figli,5,1
pontevecchio,Coniugi con figli,5,33
via arno,Coniugi con figli,5,44
bitone,Coniugi con figli,6-10,15
cavedone,Coniugi con figli,6-10,5
due madonne,Coniugi con figli,6-10,5
fossolo,Coniugi con figli,6-10,12
lungo savena,Coniugi con figli,6-10,1
ospedale bellaria,Coniugi con figli,6-10,1
pontevecchio,Coniugi con figli,6-10,8
via arno,Coniugi con figli,6-10,10
bitone,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
cavedone,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
due madonne,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
fossolo,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
lungo savena,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
ospedale bellaria,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
pontevecchio,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
via arno,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1
aeroporto,Coniugi con altri membri conviventi,5,1
bargellino,Coniugi con altri membri conviventi,5,1
borgo centro,Coniugi con altri membri conviventi,5,2
casteldebole,Coniugi con altri membri conviventi,5,2
ducati-villaggio ina,Coniugi con altri membri conviventi,5,1
la birra,Coniugi con altri membri conviventi,5,1
lavino di mezzo,Coniugi con altri membri conviventi,5,1
lungo reno,Coniugi con altri membri conviventi,5,1
rigosa,Coniugi con altri membri conviventi,5,1
triumvirato-pietra,Coniugi con altri membri conviventi,5,2
via del vivaio,Coniugi con altri membri conviventi,5,1
aeroporto,Coniugi con figli,3,19
bargellino,Coniugi con figli,3,3
borgo centro,Coniugi con figli,3,315
casteldebole,Coniugi con figli,3,202
ducati-villaggio ina,Coniugi con figli,3,123
la birra,Coniugi con figli,3,78
lavino di mezzo,Coniugi con figli,3,21
lungo reno,Coniugi con figli,3,1
rigosa,Coniugi con figli,3,53
triumvirato-pietra,Coniugi con figli,3,214
via del vivaio,Coniugi con figli,3,37
aeroporto,Coniugi con figli,4,15
bargellino,Coniugi con figli,4,3
borgo centro,Coniugi con figli,4,247
casteldebole,Coniugi con figli,4,158
ducati-villaggio ina,Coniugi con figli,4,96
la birra,Coniugi con figli,4,61
lavino di mezzo,Coniugi con figli,4,17
lungo reno,Coniugi con figli,4,1
rigosa,Coniugi con figli,4,42
triumvirato-pietra,Coniugi con figli,4,168
via del vivaio,Coniugi con figli,4,29
aeroporto,Coniugi con figli e altri membri conviventi,6-10,2
bargellino,Coniugi con figli e altri membri conviventi,6-10,1
borgo centro,Coniugi con figli e altri membri conviventi,6-10,19
casteldebole,Coniugi con figli e altri membri conviventi,6-10,13
ducati-villaggio ina,Coniugi con figli e altri membri conviventi,6-10,8
la birra,Coniugi con figli e altri membri conviventi,6-10,5
lavino di mezzo,Coniugi con figli e altri membri conviventi,6-10,2
lungo reno,Coniugi con figli e altri membri conviventi,6-10,1
rigosa,Coniugi con figli e altri membri conviventi,6-10,4
triumvirato-pietra,Coniugi con figli e altri membri conviventi,6-10,13
via del vivaio,Coniugi con figli e altri membri conviventi,6-10,3
aeroporto,Coniugi con figli e altri membri conviventi,Oltre 10,1
bargellino,Coniugi con figli e altri membri conviventi,Oltre 10,1
